id,timestamp,value,sensor_id
12672,2024-08-25 00:00:56.674345,25.5,3
12675,2024-08-25 00:02:00.354101,25.5,3
12678,2024-08-25 00:03:04.059735,25.5625,3
12681,2024-08-25 00:04:07.774948,25.5625,3
12684,2024-08-25 00:05:11.428596,25.5,3
12687,2024-08-25 00:06:15.128934,25.5,3
12690,2024-08-25 00:07:18.876459,25.5625,3
12693,2024-08-25 00:08:22.593556,25.625,3
12696,2024-08-25 00:09:26.311461,25.5625,3
12699,2024-08-25 00:10:30.017594,25.5,3
12702,2024-08-25 00:11:33.734167,25.5,3
12705,2024-08-25 00:12:37.484224,25.5,3
12708,2024-08-25 00:13:41.244962,25.5,3
12711,2024-08-25 00:14:45.000546,25.5,3
12714,2024-08-25 00:15:48.732782,25.5,3
12717,2024-08-25 00:16:52.481677,25.5,3
12720,2024-08-25 00:17:56.251100,25.5625,3
12723,2024-08-25 00:19:00.132451,25.5625,3
12726,2024-08-25 00:20:03.893208,25.5,3
12729,2024-08-25 00:21:07.790940,25.5,3
12732,2024-08-25 00:22:11.508883,25.5625,3
12735,2024-08-25 00:23:15.299688,25.5625,3
12738,2024-08-25 00:24:19.033393,25.4375,3
12741,2024-08-25 00:25:22.761669,25.5,3
12744,2024-08-25 00:26:26.517506,25.5,3
12747,2024-08-25 00:27:30.241939,25.4375,3
12752,2024-08-25 00:29:37.428788,25.5625,3
12755,2024-08-25 00:30:41.157595,25.5625,3
12758,2024-08-25 00:31:44.869930,25.5,3
12761,2024-08-25 00:32:48.553904,25.5,3
12764,2024-08-25 00:33:52.355592,25.5,3
12767,2024-08-25 00:34:56.111340,25.5,3
12772,2024-08-25 00:37:03.389108,25.5,3
12775,2024-08-25 00:38:07.092252,25.4375,3
12778,2024-08-25 00:39:10.991508,25.4375,3
12781,2024-08-25 00:40:14.719906,25.5,3
12784,2024-08-25 00:41:18.460307,25.4375,3
12787,2024-08-25 00:42:22.257022,25.4375,3
12790,2024-08-25 00:43:25.971008,25.5,3
12793,2024-08-25 00:44:29.701306,25.5,3
12796,2024-08-25 00:45:33.415274,25.5,3
12799,2024-08-25 00:46:37.110850,25.5,3
12802,2024-08-25 00:47:40.828079,25.5,3
12805,2024-08-25 00:48:44.586666,25.4375,3
12808,2024-08-25 00:49:48.349583,25.5,3
12811,2024-08-25 00:50:52.124085,25.5,3
12814,2024-08-25 00:51:55.906473,25.5,3
12817,2024-08-25 00:52:59.663451,25.5,3
12820,2024-08-25 00:54:03.417375,25.5,3
12823,2024-08-25 00:55:07.159600,25.4375,3
12826,2024-08-25 00:56:10.889288,25.375,3
12829,2024-08-25 00:57:14.636132,25.4375,3
12832,2024-08-25 00:58:18.389666,25.375,3
12835,2024-08-25 00:59:22.115357,25.4375,3
12838,2024-08-25 01:00:25.848610,25.4375,3
12841,2024-08-25 01:01:29.598601,25.4375,3
12844,2024-08-25 01:02:33.440590,25.4375,3
12847,2024-08-25 01:03:37.153659,25.4375,3
12850,2024-08-25 01:04:40.903613,25.4375,3
12853,2024-08-25 01:05:44.592078,25.4375,3
12856,2024-08-25 01:06:48.381979,25.5,3
12859,2024-08-25 01:07:52.201011,25.375,3
12862,2024-08-25 01:08:55.931148,25.375,3
12865,2024-08-25 01:09:59.631540,25.4375,3
12868,2024-08-25 01:11:03.388065,25.4375,3
12871,2024-08-25 01:12:07.118585,25.4375,3
12874,2024-08-25 01:13:11.016029,25.4375,3
12877,2024-08-25 01:14:14.703055,25.4375,3
12880,2024-08-25 01:15:18.495499,25.4375,3
12885,2024-08-25 01:17:25.723384,25.4375,3
12888,2024-08-25 01:18:29.575803,25.375,3
12891,2024-08-25 01:19:33.288498,25.4375,3
12894,2024-08-25 01:20:37.228510,25.4375,3
12897,2024-08-25 01:21:40.976572,25.375,3
12900,2024-08-25 01:22:44.717553,25.4375,3
12903,2024-08-25 01:23:48.446014,25.375,3
12906,2024-08-25 01:24:52.222524,25.4375,3
12909,2024-08-25 01:25:56.257002,25.375,3
12912,2024-08-25 01:27:00.026642,25.375,3
12915,2024-08-25 01:28:03.706987,25.375,3
12918,2024-08-25 01:29:07.457132,25.4375,3
12921,2024-08-25 01:30:11.357696,25.375,3
12924,2024-08-25 01:31:15.168380,25.375,3
12927,2024-08-25 01:32:18.946361,25.4375,3
12930,2024-08-25 01:33:22.675283,25.375,3
12933,2024-08-25 01:34:26.424149,25.4375,3
12936,2024-08-25 01:35:30.235928,25.4375,3
12939,2024-08-25 01:36:34.016629,25.4375,3
12942,2024-08-25 01:37:37.735956,25.4375,3
12945,2024-08-25 01:38:41.446516,25.4375,3
12948,2024-08-25 01:39:45.163082,25.4375,3
12951,2024-08-25 01:40:48.964327,25.375,3
12954,2024-08-25 01:41:52.669296,25.375,3
12957,2024-08-25 01:42:56.441674,25.4375,3
12962,2024-08-25 01:45:03.703831,25.375,3
12965,2024-08-25 01:46:07.436255,25.4375,3
12968,2024-08-25 01:47:11.182020,25.4375,3
12971,2024-08-25 01:48:15.005452,25.375,3
12974,2024-08-25 01:49:18.709232,25.4375,3
12977,2024-08-25 01:50:22.452098,25.375,3
12980,2024-08-25 01:51:26.198429,25.375,3
12983,2024-08-25 01:52:29.905564,25.3125,3
12986,2024-08-25 01:53:33.628379,25.375,3
12989,2024-08-25 01:54:37.386934,25.375,3
12992,2024-08-25 01:55:41.130619,25.3125,3
12995,2024-08-25 01:56:44.861734,25.375,3
12998,2024-08-25 01:57:48.615630,25.4375,3
13001,2024-08-25 01:58:52.345467,25.3125,3
13004,2024-08-25 01:59:56.075530,25.3125,3
13007,2024-08-25 02:00:59.788216,25.3125,3
13010,2024-08-25 02:02:03.545273,25.3125,3
13013,2024-08-25 02:03:07.287164,25.375,3
13016,2024-08-25 02:04:11.007394,25.375,3
13019,2024-08-25 02:05:14.921720,25.3125,3
13022,2024-08-25 02:06:18.674735,25.3125,3
13025,2024-08-25 02:07:22.412643,25.3125,3
13028,2024-08-25 02:08:26.162650,25.375,3
13031,2024-08-25 02:09:29.851114,25.3125,3
13034,2024-08-25 02:10:33.554572,25.3125,3
13037,2024-08-25 02:11:37.269504,25.4375,3
13040,2024-08-25 02:12:40.995132,25.375,3
13043,2024-08-25 02:13:44.807591,25.375,3
13046,2024-08-25 02:14:48.535416,25.375,3
13049,2024-08-25 02:15:52.278227,25.375,3
13052,2024-08-25 02:16:55.978167,25.375,3
13055,2024-08-25 02:17:59.685042,25.375,3
13058,2024-08-25 02:19:03.358432,25.375,3
13061,2024-08-25 02:20:07.075839,25.3125,3
13064,2024-08-25 02:21:10.793764,25.3125,3
13067,2024-08-25 02:22:14.678564,25.3125,3
13070,2024-08-25 02:23:18.384810,25.375,3
13073,2024-08-25 02:24:22.106487,25.375,3
